numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2019,11,,Silas Câmara,REPUBLICANOS,AM,TELEFONIA,00000000000006,RAMAL,19.38,0.00,19.38
2019,11,,João Campos,REPUBLICANOS,GO,TELEFONIA,00000000000006,RAMAL,32.16,0.00,32.16
2019,11,,Rubens Otoni,PT,GO,TELEFONIA,00000000000006,RAMAL,27.70,0.00,27.70
2019,11,,Vander Loubet,PT,MS,TELEFONIA,00000000000006,RAMAL,38.84,0.00,38.84
2019,11,,Giacobo,PL,PR,TELEFONIA,00000000000006,RAMAL,24.42,0.00,24.42
2019,11,,Maria do Rosário,PT,RS,TELEFONIA,00000000000006,RAMAL,10.06,0.00,10.06
2019,11,,Paulo Pimenta,PT,RS,TELEFONIA,00000000000006,RAMAL,3.23,0.00,3.23
2019,11,,Gonzaga Patriota,PSB,PE,TELEFONIA,00000000000006,RAMAL,30.14,0.00,30.14
2019,11,,Wolney Queiroz,PDT,PE,TELEFONIA,00000000000006,RAMAL,6.15,0.00,6.15
2019,11,,Átila Lira,PP,PI,TELEFONIA,00000000000006,RAMAL,48.69,0.00,48.69
2019,11,,Damião Feliciano,PDT,PB,TELEFONIA,00000000000006,RAMAL,23.55,0.00,23.55
2019,11,,André de Paula,PSD,PE,TELEFONIA,00000000000006,RAMAL,13.82,0.00,13.82
2019,11,,Luciano Bivar,PSL,PE,TELEFONIA,00000000000006,RAMAL,3.10,0.00,3.10
2019,11,,Claudio Cajado,PP,BA,TELEFONIA,00000000000006,RAMAL,21.05,0.00,21.05
2019,11,,José Rocha,PL,BA,TELEFONIA,00000000000006,RAMAL,32.71,0.00,32.71
2019,11,,Nelson Pellegrino,PT,BA,TELEFONIA,00000000000006,RAMAL,7.55,0.00,7.55
2019,11,,Paulo Magalhães,PSD,BA,TELEFONIA,00000000000006,RAMAL,0.32,0.00,0.32
2019,11,,Lincoln Portela,PL,MG,TELEFONIA,00000000000006,RAMAL,10.67,0.00,10.67
2019,11,,Aécio Neves,PSDB,MG,TELEFONIA,00000000000006,RAMAL,10.92,0.00,10.92
2019,11,,Eduardo Barbosa,PSDB,MG,TELEFONIA,00000000000006,RAMAL,61.95,0.00,61.95
2019,11,,Rodrigo Maia,DEM,RJ,TELEFONIA,00000000000006,RAMAL,18.92,0.00,18.92
2019,11,,Mauro Lopes,MDB,MG,TELEFONIA,00000000000006,RAMAL,24.27,0.00,24.27
2019,11,,Luiza Erundina,PSOL,SP,TELEFONIA,00000000000006,RAMAL,12.24,0.00,12.24
2019,11,,Jandira Feghali,PCdoB,RJ,TELEFONIA,00000000000006,RAMAL,22.34,0.00,22.34
2019,11,,Maurício Dziedricki,PTB,RS,TELEFONIA,00000000000006,RAMAL,9.31,0.00,9.31
2019,11,,Marcelo Freixo,PSOL,RJ,TELEFONIA,00000000000006,RAMAL,0.88,0.00,0.88
2019,11,,Márcio Jerry,PCdoB,MA,TELEFONIA,00000000000006,RAMAL,9.72,0.00,9.72
2019,11,,Dra. Soraya Manato,PSL,ES,TELEFONIA,00000000000006,RAMAL,2.90,0.00,2.90
2019,11,,Pedro Augusto Bezerra,PTB,CE,TELEFONIA,00000000000006,RAMAL,34.26,0.00,34.26
2019,11,,Santini,PTB,RS,TELEFONIA,00000000000006,RAMAL,17.34,0.00,17.34
2019,11,,Leur Lomanto Júnior,DEM,BA,TELEFONIA,00000000000006,RAMAL,3.77,0.00,3.77
2019,11,,Eduardo Bolsonaro,PSL,SP,TELEFONIA,00000000000006,RAMAL,12.31,0.00,12.31
2019,11,,Fernando Monteiro,PP,PE,TELEFONIA,00000000000006,RAMAL,9.90,0.00,9.90
2019,11,,Stefano Aguiar,PSD,MG,TELEFONIA,00000000000006,RAMAL,28.71,0.00,28.71
2019,11,,Cacá Leão,PP,BA,TELEFONIA,00000000000006,RAMAL,5.20,0.00,5.20
2019,11,,Lafayette de Andrada,REPUBLICANOS,MG,TELEFONIA,00000000000006,RAMAL,20.40,0.00,20.40
2019,11,,Gleisi Hoffmann,PT,PR,TELEFONIA,00000000000006,RAMAL,11.15,0.00,11.15
2019,11,,Jaqueline Cassol,PP,RO,TELEFONIA,00000000000006,RAMAL,6.19,0.00,6.19
2019,11,,Benes Leocádio,REPUBLICANOS,RN,TELEFONIA,00000000000006,RAMAL,3.49,0.00,3.49
2019,11,,João Marcelo Souza,MDB,MA,TELEFONIA,00000000000006,RAMAL,16.01,0.00,16.01
2019,11,,Gelson Azevedo,PL,RJ,TELEFONIA,00000000000006,RAMAL,3.90,0.00,3.90
2019,11,,Darci de Matos,PSD,SC,TELEFONIA,00000000000006,RAMAL,19.21,0.00,19.21
2019,11,,Adriano do Baldy,PP,GO,TELEFONIA,00000000000006,RAMAL,30.04,0.00,30.04
2019,11,,Pedro Paulo,DEM,RJ,TELEFONIA,00000000000006,RAMAL,2.21,0.00,2.21
2019,11,,Ronaldo Martins,REPUBLICANOS,CE,TELEFONIA,00000000000006,RAMAL,6.42,0.00,6.42
2019,11,,Pedro Lucas Fernandes,PTB,MA,TELEFONIA,00000000000006,RAMAL,21.21,0.00,21.21
2019,11,,Enio Verri,PT,PR,TELEFONIA,00000000000006,RAMAL,29.16,0.00,29.16
2019,11,,André Figueiredo,PDT,CE,TELEFONIA,00000000000006,RAMAL,9.93,0.00,9.93
2019,11,,Marcelo Moraes,PTB,RS,TELEFONIA,00000000000006,RAMAL,18.99,0.00,18.99
2019,11,,Paulo Ramos,PDT,RJ,TELEFONIA,00000000000006,RAMAL,3.82,0.00,3.82
2019,11,,Edmilson Rodrigues,PSOL,PA,TELEFONIA,00000000000006,RAMAL,3.57,0.00,3.57
2019,11,,Cristiano Vale,PL,PA,TELEFONIA,00000000000006,RAMAL,11.48,0.00,11.48
2019,11,,Afonso Hamm,PP,RS,TELEFONIA,00000000000006,RAMAL,18.80,0.00,18.80
2019,11,,Vicentinho Júnior,PL,TO,TELEFONIA,00000000000006,RAMAL,30.34,0.00,30.34
2019,11,,Lídice da Mata,PSB,BA,TELEFONIA,00000000000006,RAMAL,28.46,0.00,28.46
2019,11,,Beto Faro,PT,PA,TELEFONIA,00000000000006,RAMAL,8.56,0.00,8.56
2019,11,,Arnaldo Jardim,CIDADANIA,SP,TELEFONIA,00000000000006,RAMAL,52.77,0.00,52.77
2019,11,,Carlos Zarattini,PT,SP,TELEFONIA,00000000000006,RAMAL,10.36,0.00,10.36
2019,11,,Carlos Bezerra,MDB,MT,TELEFONIA,00000000000006,RAMAL,23.85,0.00,23.85
2019,11,,Celso Maldaner,MDB,SC,TELEFONIA,00000000000006,RAMAL,6.32,0.00,6.32
2019,11,,Cleber Verde,REPUBLICANOS,MA,TELEFONIA,00000000000006,RAMAL,28.35,0.00,28.35
2019,11,,Dagoberto Nogueira,PDT,MS,TELEFONIA,00000000000006,RAMAL,4.70,0.00,4.70
2019,11,,Edio Lopes,PL,RR,TELEFONIA,00000000000006,RAMAL,13.14,0.00,13.14
2019,11,,Eduardo da Fonte,PP,PE,TELEFONIA,00000000000006,RAMAL,8.88,0.00,8.88
2019,11,,Efraim Filho,DEM,PB,TELEFONIA,00000000000006,RAMAL,15.36,0.00,15.36
2019,11,,Fábio Ramalho,MDB,MG,TELEFONIA,00000000000006,RAMAL,40.21,0.00,39.25
2019,11,,Fábio Faria,PSD,RN,TELEFONIA,00000000000006,RAMAL,9.08,0.00,9.08
2019,11,,Fernando Coelho Filho,DEM,PE,TELEFONIA,00000000000006,RAMAL,6.60,0.00,6.60
2019,11,,Flaviano Melo,MDB,AC,TELEFONIA,00000000000006,RAMAL,13.67,0.00,13.67
2019,11,,Chico D'Angelo,PDT,RJ,TELEFONIA,00000000000006,RAMAL,3.82,0.00,3.82
2019,11,,Hugo Leal,PSD,RJ,TELEFONIA,00000000000006,RAMAL,3.09,0.00,3.09
2019,11,,João Carlos Bacelar,PL,BA,TELEFONIA,00000000000006,RAMAL,27.85,0.00,27.85
2019,11,,João Maia,PL,RN,TELEFONIA,00000000000006,RAMAL,24.46,0.00,24.46
2019,11,,José Airton Félix Cirilo,PT,CE,TELEFONIA,00000000000006,RAMAL,5.04,0.00,5.04
2019,11,,José Guimarães,PT,CE,TELEFONIA,00000000000006,RAMAL,23.99,0.00,23.99
2019,11,,Paulo Teixeira,PT,SP,TELEFONIA,00000000000006,RAMAL,6.69,0.00,6.69
2019,11,,Mauro Nazif,PSB,RO,TELEFONIA,00000000000006,RAMAL,8.15,0.00,8.15
2019,11,,Paulo Abi-Ackel,PSDB,MG,TELEFONIA,00000000000006,RAMAL,53.30,0.00,53.30
2019,11,,Paulo Pereira da Silva,SOLIDARIEDADE,SP,TELEFONIA,00000000000006,RAMAL,13.83,0.00,13.83
2019,11,,Raul Henry,MDB,PE,TELEFONIA,00000000000006,RAMAL,17.45,0.00,17.45
2019,11,,Rodrigo de Castro,PSDB,MG,TELEFONIA,00000000000006,RAMAL,53.82,0.00,53.82
2019,11,,Vanderlei Macris,PSDB,SP,TELEFONIA,00000000000006,RAMAL,17.08,0.00,17.08
2019,11,,Vinicius Carvalho,REPUBLICANOS,SP,TELEFONIA,00000000000006,RAMAL,7.84,0.00,7.84
2019,11,,Tiago Dimas,SOLIDARIEDADE,TO,TELEFONIA,00000000000006,RAMAL,10.14,0.00,10.14
2019,11,,Domingos Neto,PSD,CE,TELEFONIA,00000000000006,RAMAL,17.11,0.00,17.11
2019,11,,Neri Geller,PP,MT,TELEFONIA,00000000000006,RAMAL,6.77,0.00,6.77
2019,11,,Marcelo Aro,PP,MG,TELEFONIA,00000000000006,RAMAL,9.57,0.00,9.57
2019,11,,Márcio Marinho,REPUBLICANOS,BA,TELEFONIA,00000000000006,RAMAL,4.59,0.00,4.59
2019,11,,Laercio Oliveira,PP,SE,TELEFONIA,00000000000006,RAMAL,7.51,0.00,7.51
2019,11,,Glauber Braga,PSOL,RJ,TELEFONIA,00000000000006,RAMAL,9.99,0.00,9.99
2019,11,,Roberto Alves,REPUBLICANOS,SP,TELEFONIA,00000000000006,RAMAL,12.25,0.00,12.25
2019,11,,Milton Vieira,REPUBLICANOS,SP,TELEFONIA,00000000000006,RAMAL,5.94,0.00,5.94
2019,11,,Marcel van Hattem,NOVO,RS,TELEFONIA,00000000000006,RAMAL,7.49,0.00,7.49
2019,11,,Túlio Gadêlha,PDT,PE,TELEFONIA,00000000000006,RAMAL,17.25,0.00,17.25
2019,11,,Assis Carvalho,PT,PI,TELEFONIA,00000000000006,RAMAL,3.73,0.00,3.73
2019,11,,Afonso Florence,PT,BA,TELEFONIA,00000000000006,RAMAL,1.73,0.00,1.73
2019,11,,Luis Tibé,AVANTE,MG,TELEFONIA,00000000000006,RAMAL,3.09,0.00,3.09
2019,11,,Alessandro Molon,PSB,RJ,TELEFONIA,00000000000006,RAMAL,12.98,0.00,12.98
2019,11,,Aureo Ribeiro,SOLIDARIEDADE,RJ,TELEFONIA,00000000000006,RAMAL,20.26,0.00,20.26
2019,11,,Weliton Prado,PROS,MG,TELEFONIA,00000000000006,RAMAL,13.75,0.00,13.75
2019,11,,Aguinaldo Ribeiro,PP,PB,TELEFONIA,00000000000006,RAMAL,3.69,0.00,3.69
2019,11,,Danilo Cabral,PSB,PE,TELEFONIA,00000000000006,RAMAL,5.65,0.00,5.65
2019,11,,Jhonatan de Jesus,REPUBLICANOS,RR,TELEFONIA,00000000000006,RAMAL,3.29,0.00,3.29
2019,11,,Eli Corrêa Filho,DEM,SP,TELEFONIA,00000000000006,RAMAL,19.70,0.00,19.70
2019,11,,Lauriete,PL,ES,TELEFONIA,00000000000006,RAMAL,13.51,0.00,13.51
2019,11,,Marcon,PT,RS,TELEFONIA,00000000000006,RAMAL,9.37,0.00,9.37
2019,11,,Bohn Gass,PT,RS,TELEFONIA,00000000000006,RAMAL,14.54,0.00,14.54
2019,11,,Arthur Lira,PP,AL,TELEFONIA,00000000000006,RAMAL,12.84,0.00,12.84
2019,11,,Alexandre Leite,DEM,SP,TELEFONIA,00000000000006,RAMAL,5.75,0.00,5.75
2019,11,,Danrlei de Deus Hinterholz,PSD,RS,TELEFONIA,00000000000006,RAMAL,27.38,0.00,27.38
2019,11,,Antonio Brito,PSD,BA,TELEFONIA,00000000000006,RAMAL,18.24,0.00,18.24
2019,11,,Padre João,PT,MG,TELEFONIA,00000000000006,RAMAL,11.43,0.00,11.43
2019,11,,Paulo Freire Costa,PL,SP,TELEFONIA,00000000000006,RAMAL,19.91,0.00,19.91
2019,11,,Alceu Moreira,MDB,RS,TELEFONIA,00000000000006,RAMAL,10.36,0.00,10.36
2019,11,,Waldenor Pereira,PT,BA,TELEFONIA,00000000000006,RAMAL,23.45,0.00,23.45
2019,11,,Jerônimo Goergen,PP,RS,TELEFONIA,00000000000006,RAMAL,9.28,0.00,9.28
2019,11,,Erika Kokay,PT,DF,TELEFONIA,00000000000006,RAMAL,39.69,0.00,39.69
2019,11,,Fábio Trad,PSD,MS,TELEFONIA,00000000000006,RAMAL,3.11,0.00,3.11
2019,11,,Diego Andrade,PSD,MG,TELEFONIA,00000000000006,RAMAL,21.22,0.00,21.22
2019,11,,Bruna Furlan,PSDB,SP,TELEFONIA,00000000000006,RAMAL,7.26,0.00,7.26
2019,11,,Vinicius Gurgel,PL,AP,TELEFONIA,00000000000006,RAMAL,8.39,0.00,8.39
2019,11,,Zeca Dirceu,PT,PR,TELEFONIA,00000000000006,RAMAL,27.03,0.00,27.03
2019,11,,Flávia Morais,PDT,GO,TELEFONIA,00000000000006,RAMAL,54.39,0.00,54.39
2019,11,,Dimas Fabiano,PP,MG,TELEFONIA,00000000000006,RAMAL,10.04,0.00,10.04
2019,11,,Arthur Oliveira Maia,DEM,BA,TELEFONIA,00000000000006,RAMAL,10.53,0.00,10.53
2019,11,,Pr. Marco Feliciano,PODE,SP,TELEFONIA,00000000000006,RAMAL,22.65,0.00,22.65
2019,11,,Pedro Uczai,PT,SC,TELEFONIA,00000000000006,RAMAL,16.67,0.00,16.67
2019,11,,Valmir Assunção,PT,BA,TELEFONIA,00000000000006,RAMAL,12.06,0.00,12.06
2019,11,,José Nunes,PSD,BA,TELEFONIA,00000000000006,RAMAL,3.22,0.00,3.22
2019,11,,Zé Silva,SOLIDARIEDADE,MG,TELEFONIA,00000000000006,RAMAL,35.63,0.00,35.63
2019,11,,Ruy Carneiro,PSDB,PB,TELEFONIA,00000000000006,RAMAL,21.96,0.00,21.96
2019,11,,Professora Dorinha Seabra Rezende,DEM,TO,TELEFONIA,00000000000006,RAMAL,23.21,0.00,23.21
2019,11,,Eros Biondini,PROS,MG,TELEFONIA,00000000000006,RAMAL,14.74,0.00,14.74
2019,11,,Professora Marcivania,PCdoB,AP,TELEFONIA,00000000000006,RAMAL,3.90,0.00,3.90
2019,11,,Pastor Eurico,PATRIOTA,PE,TELEFONIA,00000000000006,RAMAL,16.50,0.00,16.50
2019,11,,Luiz Carlos,PSDB,AP,TELEFONIA,00000000000006,RAMAL,6.39,0.00,6.39
2019,11,,Rogério Peninha Mendonça,MDB,SC,TELEFONIA,00000000000006,RAMAL,8.20,0.00,8.20
2019,11,,Roberto de Lucena,PODE,SP,TELEFONIA,00000000000006,RAMAL,7.88,0.00,7.88
2019,11,,Ricardo Izar,PP,SP,TELEFONIA,00000000000006,RAMAL,15.20,0.00,15.20
2019,11,,Augusto Coutinho,SOLIDARIEDADE,PE,TELEFONIA,00000000000006,RAMAL,17.75,0.00,17.75
2019,11,,Félix Mendonça Júnior,PDT,BA,TELEFONIA,00000000000006,RAMAL,19.51,0.00,19.51
2019,11,,Genecias Noronha,SOLIDARIEDADE,CE,TELEFONIA,00000000000006,RAMAL,5.52,0.00,5.52
2019,11,,Giovani Cherini,PL,RS,TELEFONIA,00000000000006,RAMAL,24.92,0.00,24.92
2019,11,,Hugo Motta,REPUBLICANOS,PB,TELEFONIA,00000000000006,RAMAL,9.22,0.00,9.22
2019,11,,Domingos Sávio,PSDB,MG,TELEFONIA,00000000000006,RAMAL,22.02,0.00,22.02
2019,11,,Tiririca,PL,SP,TELEFONIA,00000000000006,RAMAL,1.75,0.00,1.75
2019,11,,Emidinho Madeira,PSB,MG,TELEFONIA,00000000000006,RAMAL,4.30,0.00,4.30
2019,11,,Luiz Nishimori,PL,PR,TELEFONIA,00000000000006,RAMAL,15.96,0.00,15.96
2019,11,,Delegado Waldir,PSL,GO,TELEFONIA,00000000000006,RAMAL,11.38,0.00,11.38
2019,11,,Carmen Zanotto,CIDADANIA,SC,TELEFONIA,00000000000006,RAMAL,24.72,0.00,24.72
2019,11,,Magda Mofatto,PL,GO,TELEFONIA,00000000000006,RAMAL,4.83,0.00,4.83
2019,11,,Paulão,PT,AL,TELEFONIA,00000000000006,RAMAL,8.56,0.00,8.56
2019,11,,Margarida Salomão,PT,MG,TELEFONIA,00000000000006,RAMAL,14.69,0.00,14.69
2019,11,,Fabio Reis,MDB,SE,TELEFONIA,00000000000006,RAMAL,20.60,0.00,20.60
2019,11,,Subtenente Gonzaga,PDT,MG,TELEFONIA,00000000000006,RAMAL,26.82,0.00,26.82
2019,11,,Capitão Augusto,PL,SP,TELEFONIA,00000000000006,RAMAL,12.52,0.00,12.52
2019,11,,André Abdon,PP,AP,TELEFONIA,00000000000006,RAMAL,5.78,0.00,5.78
2019,11,,Leandre,PV,PR,TELEFONIA,00000000000006,RAMAL,8.98,0.00,8.98
2019,11,,Alexandre Serfiotis,PSD,RJ,TELEFONIA,00000000000006,RAMAL,21.19,0.00,21.19
2019,11,,Afonso Motta,PDT,RS,TELEFONIA,00000000000006,RAMAL,4.68,0.00,4.68
2019,11,,Jhc,PSB,AL,TELEFONIA,00000000000006,RAMAL,4.16,0.00,4.16
2019,11,,Alan Rick,DEM,AC,TELEFONIA,00000000000006,RAMAL,10.27,0.00,10.27
2019,11,,Jéssica Sales,MDB,AC,TELEFONIA,00000000000006,RAMAL,4.45,0.00,4.45
2019,11,,Marx Beltrão,PSD,AL,TELEFONIA,00000000000006,RAMAL,5.21,0.00,5.21
2019,11,,Elmar Nascimento,DEM,BA,TELEFONIA,00000000000006,RAMAL,7.99,0.00,7.99
2019,11,,Jorge Solla,PT,BA,TELEFONIA,00000000000006,RAMAL,4.84,0.00,4.84
2019,11,,Mário Negromonte Jr.,PP,BA,TELEFONIA,00000000000006,RAMAL,6.90,0.00,6.90
2019,11,,Paulo Azi,DEM,BA,TELEFONIA,00000000000006,RAMAL,5.79,0.00,5.79
2019,11,,Ronaldo Carletto,PP,BA,TELEFONIA,00000000000006,RAMAL,13.55,0.00,13.55
2019,11,,Uldurico Junior,PROS,BA,TELEFONIA,00000000000006,RAMAL,7.30,0.00,7.30
2019,11,,Luizianne Lins,PT,CE,TELEFONIA,00000000000006,RAMAL,37.09,0.00,37.09
2019,11,,Evair Vieira de Melo,PP,ES,TELEFONIA,00000000000006,RAMAL,50.39,0.00,50.39
2019,11,,Helder Salomão,PT,ES,TELEFONIA,00000000000006,RAMAL,6.87,0.00,6.87
2019,11,,Sergio Vidigal,PDT,ES,TELEFONIA,00000000000006,RAMAL,33.19,0.00,33.19
2019,11,,Célio Silveira,PSDB,GO,TELEFONIA,00000000000006,RAMAL,29.44,0.00,29.44
2019,11,,Lucas Vergilio,SOLIDARIEDADE,GO,TELEFONIA,00000000000006,RAMAL,5.53,0.00,5.53
2019,11,,Aluisio Mendes,PSC,MA,TELEFONIA,00000000000006,RAMAL,15.68,0.00,15.68
2019,11,,André Fufuca,PP,MA,TELEFONIA,00000000000006,RAMAL,2.24,0.00,2.24
2019,11,,Hildo Rocha,MDB,MA,TELEFONIA,00000000000006,RAMAL,19.99,0.00,19.99
2019,11,,Juscelino Filho,DEM,MA,TELEFONIA,00000000000006,RAMAL,4.88,0.00,4.88
2019,11,,Zé Carlos,PT,MA,TELEFONIA,00000000000006,RAMAL,3.82,0.00,3.82
2019,11,,Misael Varella,PSD,MG,TELEFONIA,00000000000006,RAMAL,13.20,0.00,13.20
2019,11,,Newton Cardoso Jr,MDB,MG,TELEFONIA,00000000000006,RAMAL,40.83,0.00,40.83
2019,11,,Delegado Éder Mauro,PSD,PA,TELEFONIA,00000000000006,RAMAL,9.07,0.00,9.07
2019,11,,Hélio Leite,DEM,PA,TELEFONIA,00000000000006,RAMAL,21.79,0.00,21.79
2019,11,,Joaquim Passarinho,PSD,PA,TELEFONIA,00000000000006,RAMAL,24.62,0.00,24.62
2019,11,,Pedro Cunha Lima,PSDB,PB,TELEFONIA,00000000000006,RAMAL,6.53,0.00,6.53
2019,11,,Daniel Coelho,CIDADANIA,PE,TELEFONIA,00000000000006,RAMAL,10.64,0.00,10.64
2019,11,,Ricardo Teobaldo,PODE,PE,TELEFONIA,00000000000006,RAMAL,4.02,0.00,4.02
2019,11,,Sebastião Oliveira,PL,PE,TELEFONIA,00000000000006,RAMAL,129.47,0.00,129.47
2019,11,,Tadeu Alencar,PSB,PE,TELEFONIA,00000000000006,RAMAL,7.31,0.00,7.31
2019,11,,Rejane Dias,PT,PI,TELEFONIA,00000000000006,RAMAL,5.55,0.00,5.55
2019,11,,Aliel Machado,PSB,PR,TELEFONIA,00000000000006,RAMAL,11.11,0.00,11.11
2019,11,,Christiane de Souza Yared,PL,PR,TELEFONIA,00000000000006,RAMAL,2.40,0.00,2.40
2019,11,,Diego Garcia,PODE,PR,TELEFONIA,00000000000006,RAMAL,4.13,0.00,4.13
2019,11,,Roman,PSD,PR,TELEFONIA,00000000000006,RAMAL,18.18,0.00,18.18
2019,11,,Luciano Ducci,PSB,PR,TELEFONIA,00000000000006,RAMAL,16.46,0.00,16.46
2019,11,,Sergio Souza,MDB,PR,TELEFONIA,00000000000006,RAMAL,14.48,0.00,14.48
2019,11,,Toninho Wandscheer,PROS,PR,TELEFONIA,00000000000006,RAMAL,28.70,0.00,28.70
2019,11,,Altineu Côrtes,PL,RJ,TELEFONIA,00000000000006,RAMAL,4.11,0.00,4.11
2019,11,,Clarissa Garotinho,PROS,RJ,TELEFONIA,00000000000006,RAMAL,6.48,0.00,6.48
2019,11,,Rosangela Gomes,REPUBLICANOS,RJ,TELEFONIA,00000000000006,RAMAL,1.01,0.00,1.01
2019,11,,Soraya Santos,PL,RJ,TELEFONIA,00000000000006,RAMAL,11.07,0.00,11.07
2019,11,,Sóstenes Cavalcante,DEM,RJ,TELEFONIA,00000000000006,RAMAL,6.61,0.00,6.61
2019,11,,Beto Rosado,PP,RN,TELEFONIA,00000000000006,RAMAL,16.78,0.00,16.78
2019,11,,Rafael Motta,PSB,RN,TELEFONIA,00000000000006,RAMAL,7.51,0.00,7.51
