numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2019,8,,Gastão Vieira,PROS,MA,TELEFONIA,00000000000006,RAMAL,230.92,0.00,230.92
2019,8,,Aníbal Gomes,DEM,CE,TELEFONIA,00000000000006,RAMAL,219.66,0.00,219.66
2019,8,,Carlos Sampaio,PSDB,SP,TELEFONIA,00000000000006,RAMAL,33.26,0.00,33.26
2019,8,,Gilberto Nascimento,PSC,SP,TELEFONIA,00000000000006,RAMAL,17.06,0.00,17.06
2019,8,,Jefferson Campos,PSB,SP,TELEFONIA,00000000000006,RAMAL,65.79,0.00,65.79
2019,8,,Vicentinho,PT,SP,TELEFONIA,00000000000006,RAMAL,108.20,0.00,108.20
2019,8,,Leônidas Cristino,PDT,CE,TELEFONIA,00000000000006,RAMAL,53.28,0.00,53.28
2019,8,,Roberto Pessoa,PSDB,CE,TELEFONIA,00000000000006,RAMAL,87.71,0.00,87.71
2019,8,,Júlio Cesar,PSD,PI,TELEFONIA,00000000000006,RAMAL,53.10,0.00,53.10
2019,8,,Paes Landim,PTB,PI,TELEFONIA,00000000000006,RAMAL,39.96,0.00,39.96
2019,8,,Nilson Pinto,PSDB,PA,TELEFONIA,00000000000006,RAMAL,24.19,0.00,24.19
2019,8,,Silas Câmara,REPUBLICANOS,AM,TELEFONIA,00000000000006,RAMAL,132.29,0.00,132.29
2019,8,,João Campos,REPUBLICANOS,GO,TELEFONIA,00000000000006,RAMAL,150.59,0.00,150.59
2019,8,,Rubens Otoni,PT,GO,TELEFONIA,00000000000006,RAMAL,224.67,0.00,224.67
2019,8,,Vander Loubet,PT,MS,TELEFONIA,00000000000006,RAMAL,203.92,0.00,203.92
2019,8,,Giacobo,PL,PR,TELEFONIA,00000000000006,RAMAL,75.65,0.00,75.65
2019,8,,Maria do Rosário,PT,RS,TELEFONIA,00000000000006,RAMAL,33.95,0.00,33.95
2019,8,,Onyx Lorenzoni,DEM,RS,TELEFONIA,00000000000006,RAMAL,0.24,0.00,0.24
2019,8,,Paulo Pimenta,PT,RS,TELEFONIA,00000000000006,RAMAL,11.84,0.00,11.84
2019,8,,Gonzaga Patriota,PSB,PE,TELEFONIA,00000000000006,RAMAL,181.42,0.00,181.42
2019,8,,Wolney Queiroz,PDT,PE,TELEFONIA,00000000000006,RAMAL,20.38,0.00,20.38
2019,8,,Átila Lira,PP,PI,TELEFONIA,00000000000006,RAMAL,256.14,0.00,256.14
2019,8,,Damião Feliciano,PDT,PB,TELEFONIA,00000000000006,RAMAL,119.93,0.00,119.93
2019,8,,André de Paula,PSD,PE,TELEFONIA,00000000000006,RAMAL,73.70,0.00,73.70
2019,8,,Luciano Bivar,PSL,PE,TELEFONIA,00000000000006,RAMAL,59.36,0.00,59.36
2019,8,,Claudio Cajado,PP,BA,TELEFONIA,00000000000006,RAMAL,191.34,0.00,191.34
2019,8,,José Rocha,PL,BA,TELEFONIA,00000000000006,RAMAL,176.37,0.00,176.37
2019,8,,Nelson Pellegrino,PT,BA,TELEFONIA,00000000000006,RAMAL,48.64,0.00,48.64
2019,8,,Paulo Magalhães,PSD,BA,TELEFONIA,00000000000006,RAMAL,125.62,0.00,125.62
2019,8,,Lincoln Portela,PL,MG,TELEFONIA,00000000000006,RAMAL,42.36,0.00,42.36
2019,8,,Aécio Neves,PSDB,MG,TELEFONIA,00000000000006,RAMAL,68.38,0.00,68.38
2019,8,,Eduardo Barbosa,PSDB,MG,TELEFONIA,00000000000006,RAMAL,442.07,0.00,442.07
2019,8,,Rodrigo Maia,DEM,RJ,TELEFONIA,00000000000006,RAMAL,112.29,0.00,112.29
2019,8,,Mauro Lopes,MDB,MG,TELEFONIA,00000000000006,RAMAL,132.37,0.00,132.37
2019,8,,Luiza Erundina,PSOL,SP,TELEFONIA,00000000000006,RAMAL,49.35,0.00,49.35
2019,8,,Jandira Feghali,PCdoB,RJ,TELEFONIA,00000000000006,RAMAL,99.37,0.00,99.37
2019,8,,Maurício Dziedricki,PTB,RS,TELEFONIA,00000000000006,RAMAL,36.88,0.00,36.88
2019,8,,Marcelo Freixo,PSOL,RJ,TELEFONIA,00000000000006,RAMAL,10.25,0.00,10.25
2019,8,,Márcio Jerry,PCdoB,MA,TELEFONIA,00000000000006,RAMAL,61.81,0.00,61.81
2019,8,,Dra. Soraya Manato,PSL,ES,TELEFONIA,00000000000006,RAMAL,36.60,0.00,36.60
2019,8,,Pedro Augusto Bezerra,PTB,CE,TELEFONIA,00000000000006,RAMAL,156.62,0.00,156.62
2019,8,,Santini,PTB,RS,TELEFONIA,00000000000006,RAMAL,104.43,0.00,104.43
2019,8,,Leur Lomanto Júnior,DEM,BA,TELEFONIA,00000000000006,RAMAL,29.17,0.00,29.17
2019,8,,Eduardo Bolsonaro,PSL,SP,TELEFONIA,00000000000006,RAMAL,88.70,0.00,88.70
2019,8,,Fernando Monteiro,PP,PE,TELEFONIA,00000000000006,RAMAL,53.87,0.00,53.87
2019,8,,Stefano Aguiar,PSD,MG,TELEFONIA,00000000000006,RAMAL,177.42,0.00,177.42
2019,8,,Cacá Leão,PP,BA,TELEFONIA,00000000000006,RAMAL,33.01,0.00,33.01
2019,8,,Lafayette de Andrada,REPUBLICANOS,MG,TELEFONIA,00000000000006,RAMAL,129.29,0.00,129.29
2019,8,,Gleisi Hoffmann,PT,PR,TELEFONIA,00000000000006,RAMAL,89.14,0.00,89.14
2019,8,,Jaqueline Cassol,PP,RO,TELEFONIA,00000000000006,RAMAL,47.95,0.00,47.95
2019,8,,Benes Leocádio,REPUBLICANOS,RN,TELEFONIA,00000000000006,RAMAL,32.54,0.00,32.54
2019,8,,João Marcelo Souza,MDB,MA,TELEFONIA,00000000000006,RAMAL,99.78,0.00,99.78
2019,8,,Gelson Azevedo,PL,RJ,TELEFONIA,00000000000006,RAMAL,15.26,0.00,15.26
2019,8,,Darci de Matos,PSD,SC,TELEFONIA,00000000000006,RAMAL,96.89,0.00,96.89
2019,8,,Adriano do Baldy,PP,GO,TELEFONIA,00000000000006,RAMAL,211.07,0.00,211.07
2019,8,,Pedro Paulo,DEM,RJ,TELEFONIA,00000000000006,RAMAL,7.93,0.00,7.93
2019,8,,Pedro Lucas Fernandes,PTB,MA,TELEFONIA,00000000000006,RAMAL,56.09,0.00,56.09
2019,8,,Enio Verri,PT,PR,TELEFONIA,00000000000006,RAMAL,23.72,0.00,23.72
2019,8,,André Figueiredo,PDT,CE,TELEFONIA,00000000000006,RAMAL,45.67,0.00,45.67
2019,8,,Marcelo Moraes,PTB,RS,TELEFONIA,00000000000006,RAMAL,105.59,0.00,105.59
2019,8,,Paulo Ramos,PDT,RJ,TELEFONIA,00000000000006,RAMAL,21.88,0.00,21.88
2019,8,,Edmilson Rodrigues,PSOL,PA,TELEFONIA,00000000000006,RAMAL,26.96,0.00,26.96
2019,8,,Cristiano Vale,PL,PA,TELEFONIA,00000000000006,RAMAL,38.31,0.00,38.31
2019,8,,Afonso Hamm,PP,RS,TELEFONIA,00000000000006,RAMAL,102.82,0.00,102.82
2019,8,,Vicentinho Júnior,PL,TO,TELEFONIA,00000000000006,RAMAL,106.30,0.00,106.30
2019,8,,Lídice da Mata,PSB,BA,TELEFONIA,00000000000006,RAMAL,222.54,0.00,222.54
2019,8,,Beto Faro,PT,PA,TELEFONIA,00000000000006,RAMAL,57.16,0.00,57.16
2019,8,,Arnaldo Jardim,CIDADANIA,SP,TELEFONIA,00000000000006,RAMAL,340.41,0.00,340.41
2019,8,,Carlos Zarattini,PT,SP,TELEFONIA,00000000000006,RAMAL,34.08,0.00,34.08
2019,8,,Carlos Bezerra,MDB,MT,TELEFONIA,00000000000006,RAMAL,94.18,0.00,94.18
2019,8,,Celso Maldaner,MDB,SC,TELEFONIA,00000000000006,RAMAL,44.68,0.00,44.68
2019,8,,Cleber Verde,REPUBLICANOS,MA,TELEFONIA,00000000000006,RAMAL,142.01,0.00,142.01
2019,8,,Dagoberto Nogueira,PDT,MS,TELEFONIA,00000000000006,RAMAL,37.71,0.00,37.71
2019,8,,Edio Lopes,PL,RR,TELEFONIA,00000000000006,RAMAL,76.66,0.00,76.66
2019,8,,Eduardo da Fonte,PP,PE,TELEFONIA,00000000000006,RAMAL,31.60,0.00,31.60
2019,8,,Efraim Filho,DEM,PB,TELEFONIA,00000000000006,RAMAL,45.90,0.00,45.90
2019,8,,Fábio Ramalho,MDB,MG,TELEFONIA,00000000000006,RAMAL,111.12,0.00,111.12
2019,8,,Fábio Faria,PSD,RN,TELEFONIA,00000000000006,RAMAL,42.39,0.00,42.39
2019,8,,Fernando Coelho Filho,DEM,PE,TELEFONIA,00000000000006,RAMAL,41.88,0.00,41.88
2019,8,,Flaviano Melo,MDB,AC,TELEFONIA,00000000000006,RAMAL,78.38,0.00,78.38
2019,8,,Chico D'Angelo,PDT,RJ,TELEFONIA,00000000000006,RAMAL,30.69,0.00,30.69
2019,8,,Hugo Leal,PSD,RJ,TELEFONIA,00000000000006,RAMAL,29.90,0.00,29.90
2019,8,,João Carlos Bacelar,PL,BA,TELEFONIA,00000000000006,RAMAL,148.84,0.00,148.84
2019,8,,João Maia,PL,RN,TELEFONIA,00000000000006,RAMAL,143.03,0.00,143.03
2019,8,,José Airton Félix Cirilo,PT,CE,TELEFONIA,00000000000006,RAMAL,27.32,0.00,27.32
2019,8,,José Guimarães,PT,CE,TELEFONIA,00000000000006,RAMAL,103.14,0.00,103.14
2019,8,,Paulo Teixeira,PT,SP,TELEFONIA,00000000000006,RAMAL,86.00,0.00,86.00
2019,8,,Mauro Nazif,PSB,RO,TELEFONIA,00000000000006,RAMAL,40.96,0.00,40.96
2019,8,,Bilac Pinto,DEM,MG,TELEFONIA,00000000000006,RAMAL,215.20,0.00,215.20
2019,8,,Paulo Abi-Ackel,PSDB,MG,TELEFONIA,00000000000006,RAMAL,320.36,0.00,320.36
2019,8,,Paulo Pereira da Silva,SOLIDARIEDADE,SP,TELEFONIA,00000000000006,RAMAL,136.26,0.00,136.26
2019,8,,Raul Henry,MDB,PE,TELEFONIA,00000000000006,RAMAL,72.41,0.00,72.41
2019,8,,Rodrigo de Castro,PSDB,MG,TELEFONIA,00000000000006,RAMAL,346.21,0.00,346.21
2019,8,,Vanderlei Macris,PSDB,SP,TELEFONIA,00000000000006,RAMAL,113.94,0.00,113.94
2019,8,,Vinicius Carvalho,REPUBLICANOS,SP,TELEFONIA,00000000000006,RAMAL,40.41,0.00,40.41
2019,8,,Tiago Dimas,SOLIDARIEDADE,TO,TELEFONIA,00000000000006,RAMAL,31.41,0.00,31.41
2019,8,,Domingos Neto,PSD,CE,TELEFONIA,00000000000006,RAMAL,44.70,0.00,44.70
2019,8,,Neri Geller,PP,MT,TELEFONIA,00000000000006,RAMAL,49.71,0.00,49.71
2019,8,,Marcelo Aro,PP,MG,TELEFONIA,00000000000006,RAMAL,54.71,0.00,54.71
2019,8,,Márcio Marinho,REPUBLICANOS,BA,TELEFONIA,00000000000006,RAMAL,29.53,0.00,29.53
2019,8,,Laercio Oliveira,PP,SE,TELEFONIA,00000000000006,RAMAL,44.77,0.00,44.77
2019,8,,Glauber Braga,PSOL,RJ,TELEFONIA,00000000000006,RAMAL,49.74,0.00,49.74
2019,8,,Roberto Alves,REPUBLICANOS,SP,TELEFONIA,00000000000006,RAMAL,100.72,0.00,100.72
2019,8,,Milton Vieira,REPUBLICANOS,SP,TELEFONIA,00000000000006,RAMAL,11.16,0.00,11.16
2019,8,,Marcel van Hattem,NOVO,RS,TELEFONIA,00000000000006,RAMAL,54.87,0.00,54.87
2019,8,,Túlio Gadêlha,PDT,PE,TELEFONIA,00000000000006,RAMAL,76.25,0.00,76.25
2019,8,,Assis Carvalho,PT,PI,TELEFONIA,00000000000006,RAMAL,30.27,0.00,30.27
2019,8,,Afonso Florence,PT,BA,TELEFONIA,00000000000006,RAMAL,11.77,0.00,11.77
2019,8,,Luis Tibé,AVANTE,MG,TELEFONIA,00000000000006,RAMAL,5.90,0.00,5.90
2019,8,,Alessandro Molon,PSB,RJ,TELEFONIA,00000000000006,RAMAL,60.67,0.00,60.67
2019,8,,Aureo Ribeiro,SOLIDARIEDADE,RJ,TELEFONIA,00000000000006,RAMAL,127.67,0.00,127.67
2019,8,,Weliton Prado,PROS,MG,TELEFONIA,00000000000006,RAMAL,76.48,0.00,76.48
2019,8,,Aguinaldo Ribeiro,PP,PB,TELEFONIA,00000000000006,RAMAL,17.78,0.00,17.78
2019,8,,Danilo Cabral,PSB,PE,TELEFONIA,00000000000006,RAMAL,19.54,0.00,19.54
2019,8,,Jhonatan de Jesus,REPUBLICANOS,RR,TELEFONIA,00000000000006,RAMAL,10.68,0.00,10.68
2019,8,,Eli Corrêa Filho,DEM,SP,TELEFONIA,00000000000006,RAMAL,56.22,0.00,56.22
2019,8,,Lauriete,PL,ES,TELEFONIA,00000000000006,RAMAL,87.45,0.00,87.45
2019,8,,Marcon,PT,RS,TELEFONIA,00000000000006,RAMAL,50.55,0.00,50.55
2019,8,,Bohn Gass,PT,RS,TELEFONIA,00000000000006,RAMAL,50.07,0.00,50.07
2019,8,,Arthur Lira,PP,AL,TELEFONIA,00000000000006,RAMAL,38.85,0.00,38.85
2019,8,,Alexandre Leite,DEM,SP,TELEFONIA,00000000000006,RAMAL,91.28,0.00,91.28
2019,8,,Danrlei de Deus Hinterholz,PSD,RS,TELEFONIA,00000000000006,RAMAL,140.77,0.00,140.77
2019,8,,Antonio Brito,PSD,BA,TELEFONIA,00000000000006,RAMAL,88.19,0.00,88.19
2019,8,,Padre João,PT,MG,TELEFONIA,00000000000006,RAMAL,59.03,0.00,59.03
2019,8,,Paulo Freire Costa,PL,SP,TELEFONIA,00000000000006,RAMAL,106.39,0.00,106.39
2019,8,,Alceu Moreira,MDB,RS,TELEFONIA,00000000000006,RAMAL,53.77,0.00,53.77
2019,8,,Waldenor Pereira,PT,BA,TELEFONIA,00000000000006,RAMAL,109.71,0.00,109.71
2019,8,,Jerônimo Goergen,PP,RS,TELEFONIA,00000000000006,RAMAL,36.92,0.00,36.92
2019,8,,Erika Kokay,PT,DF,TELEFONIA,00000000000006,RAMAL,193.05,0.00,193.05
2019,8,,Fábio Trad,PSD,MS,TELEFONIA,00000000000006,RAMAL,18.07,0.00,18.07
2019,8,,Diego Andrade,PSD,MG,TELEFONIA,00000000000006,RAMAL,175.83,0.00,116.97
2019,8,,Bruna Furlan,PSDB,SP,TELEFONIA,00000000000006,RAMAL,27.12,0.00,27.12
2019,8,,Vinicius Gurgel,PL,AP,TELEFONIA,00000000000006,RAMAL,60.07,0.00,60.07
2019,8,,Zeca Dirceu,PT,PR,TELEFONIA,00000000000006,RAMAL,99.50,0.00,99.50
2019,8,,Flávia Morais,PDT,GO,TELEFONIA,00000000000006,RAMAL,118.04,0.00,118.04
2019,8,,Dimas Fabiano,PP,MG,TELEFONIA,00000000000006,RAMAL,58.94,0.00,58.94
2019,8,,Arthur Oliveira Maia,DEM,BA,TELEFONIA,00000000000006,RAMAL,55.83,0.00,55.83
2019,8,,Pr. Marco Feliciano,PODE,SP,TELEFONIA,00000000000006,RAMAL,44.43,0.00,44.43
2019,8,,Pedro Uczai,PT,SC,TELEFONIA,00000000000006,RAMAL,74.58,0.00,74.58
2019,8,,Valmir Assunção,PT,BA,TELEFONIA,00000000000006,RAMAL,48.32,0.00,48.32
2019,8,,José Nunes,PSD,BA,TELEFONIA,00000000000006,RAMAL,8.57,0.00,8.57
2019,8,,Zé Silva,SOLIDARIEDADE,MG,TELEFONIA,00000000000006,RAMAL,219.16,0.00,219.16
2019,8,,Ruy Carneiro,PSDB,PB,TELEFONIA,00000000000006,RAMAL,65.82,0.00,65.82
2019,8,,Professora Dorinha Seabra Rezende,DEM,TO,TELEFONIA,00000000000006,RAMAL,70.15,0.00,70.15
2019,8,,Eros Biondini,PROS,MG,TELEFONIA,00000000000006,RAMAL,103.40,0.00,103.40
2019,8,,Professora Marcivania,PCdoB,AP,TELEFONIA,00000000000006,RAMAL,42.34,0.00,42.34
2019,8,,Pastor Eurico,PATRIOTA,PE,TELEFONIA,00000000000006,RAMAL,151.82,0.00,151.82
2019,8,,Luiz Carlos,PSDB,AP,TELEFONIA,00000000000006,RAMAL,22.57,0.00,22.57
2019,8,,Rogério Peninha Mendonça,MDB,SC,TELEFONIA,00000000000006,RAMAL,61.00,0.00,61.00
2019,8,,Roberto de Lucena,PODE,SP,TELEFONIA,00000000000006,RAMAL,87.07,0.00,87.07
2019,8,,Ricardo Izar,PP,SP,TELEFONIA,00000000000006,RAMAL,83.91,0.00,83.91
2019,8,,Augusto Coutinho,SOLIDARIEDADE,PE,TELEFONIA,00000000000006,RAMAL,141.84,0.00,141.84
2019,8,,Félix Mendonça Júnior,PDT,BA,TELEFONIA,00000000000006,RAMAL,35.31,0.00,35.31
2019,8,,Guilherme Mussi,PP,SP,TELEFONIA,00000000000006,RAMAL,19.88,0.00,19.88
2019,8,,Genecias Noronha,SOLIDARIEDADE,CE,TELEFONIA,00000000000006,RAMAL,20.41,0.00,20.41
2019,8,,Giovani Cherini,PL,RS,TELEFONIA,00000000000006,RAMAL,103.31,0.00,103.31
2019,8,,Hugo Motta,REPUBLICANOS,PB,TELEFONIA,00000000000006,RAMAL,42.23,0.00,42.23
2019,8,,Domingos Sávio,PSDB,MG,TELEFONIA,00000000000006,RAMAL,116.11,0.00,116.11
2019,8,,Tiririca,PL,SP,TELEFONIA,00000000000006,RAMAL,20.18,0.00,20.18
2019,8,,Emidinho Madeira,PSB,MG,TELEFONIA,00000000000006,RAMAL,17.85,0.00,17.85
2019,8,,Luiz Nishimori,PL,PR,TELEFONIA,00000000000006,RAMAL,95.57,0.00,95.57
2019,8,,Delegado Waldir,PSL,GO,TELEFONIA,00000000000006,RAMAL,121.90,0.00,121.90
2019,8,,Carmen Zanotto,CIDADANIA,SC,TELEFONIA,00000000000006,RAMAL,138.31,0.00,138.31
2019,8,,Magda Mofatto,PL,GO,TELEFONIA,00000000000006,RAMAL,39.74,0.00,39.74
2019,8,,Paulão,PT,AL,TELEFONIA,00000000000006,RAMAL,67.09,0.00,67.09
2019,8,,Margarida Salomão,PT,MG,TELEFONIA,00000000000006,RAMAL,54.70,0.00,54.70
2019,8,,Fabio Reis,MDB,SE,TELEFONIA,00000000000006,RAMAL,71.17,0.00,71.17
2019,8,,Subtenente Gonzaga,PDT,MG,TELEFONIA,00000000000006,RAMAL,120.60,0.00,120.60
2019,8,,Capitão Augusto,PL,SP,TELEFONIA,00000000000006,RAMAL,46.25,0.00,46.25
2019,8,,André Abdon,PP,AP,TELEFONIA,00000000000006,RAMAL,15.98,0.00,15.98
2019,8,,Leandre,PV,PR,TELEFONIA,00000000000006,RAMAL,60.40,0.00,60.40
2019,8,,Alexandre Serfiotis,PSD,RJ,TELEFONIA,00000000000006,RAMAL,96.93,0.00,96.93
2019,8,,Jhc,PSB,AL,TELEFONIA,00000000000006,RAMAL,8.29,0.00,8.29
2019,8,,Afonso Motta,PDT,RS,TELEFONIA,00000000000006,RAMAL,35.85,0.00,35.85
2019,8,,Alan Rick,DEM,AC,TELEFONIA,00000000000006,RAMAL,60.65,0.00,60.65
2019,8,,Jéssica Sales,MDB,AC,TELEFONIA,00000000000006,RAMAL,52.27,0.00,52.27
2019,8,,Marx Beltrão,PSD,AL,TELEFONIA,00000000000006,RAMAL,19.10,0.00,19.10
2019,8,,Elmar Nascimento,DEM,BA,TELEFONIA,00000000000006,RAMAL,75.14,0.00,75.14
2019,8,,Jorge Solla,PT,BA,TELEFONIA,00000000000006,RAMAL,13.28,0.00,13.28
2019,8,,Mário Negromonte Jr.,PP,BA,TELEFONIA,00000000000006,RAMAL,54.94,0.00,54.94
2019,8,,Paulo Azi,DEM,BA,TELEFONIA,00000000000006,RAMAL,54.93,0.00,54.93
2019,8,,Ronaldo Carletto,PP,BA,TELEFONIA,00000000000006,RAMAL,57.26,0.00,57.26
2019,8,,Uldurico Junior,PROS,BA,TELEFONIA,00000000000006,RAMAL,17.38,0.00,17.38
2019,8,,Luizianne Lins,PT,CE,TELEFONIA,00000000000006,RAMAL,175.93,0.00,175.93
2019,8,,Evair Vieira de Melo,PP,ES,TELEFONIA,00000000000006,RAMAL,250.30,0.00,250.30
2019,8,,Helder Salomão,PT,ES,TELEFONIA,00000000000006,RAMAL,36.67,0.00,36.67
2019,8,,Sergio Vidigal,PDT,ES,TELEFONIA,00000000000006,RAMAL,232.25,0.00,232.25
2019,8,,Célio Silveira,PSDB,GO,TELEFONIA,00000000000006,RAMAL,116.59,0.00,116.59
2019,8,,Lucas Vergilio,SOLIDARIEDADE,GO,TELEFONIA,00000000000006,RAMAL,37.01,0.00,37.01
2019,8,,Aluisio Mendes,PSC,MA,TELEFONIA,00000000000006,RAMAL,124.32,0.00,124.32
2019,8,,André Fufuca,PP,MA,TELEFONIA,00000000000006,RAMAL,7.40,0.00,7.40
2019,8,,Hildo Rocha,MDB,MA,TELEFONIA,00000000000006,RAMAL,119.65,0.00,119.65
2019,8,,Juscelino Filho,DEM,MA,TELEFONIA,00000000000006,RAMAL,22.93,0.00,22.93
2019,8,,Zé Carlos,PT,MA,TELEFONIA,00000000000006,RAMAL,18.13,0.00,18.13
2019,8,,Misael Varella,PSD,MG,TELEFONIA,00000000000006,RAMAL,72.77,0.00,72.77
2019,8,,Newton Cardoso Jr,MDB,MG,TELEFONIA,00000000000006,RAMAL,289.56,0.00,289.56
2019,8,,Tereza Cristina,DEM,MS,TELEFONIA,00000000000006,RAMAL,13.75,0.00,13.75
2019,8,,Delegado Éder Mauro,PSD,PA,TELEFONIA,00000000000006,RAMAL,42.72,0.00,42.72
2019,8,,Hélio Leite,DEM,PA,TELEFONIA,00000000000006,RAMAL,61.69,0.00,61.69
2019,8,,Joaquim Passarinho,PSD,PA,TELEFONIA,00000000000006,RAMAL,131.14,0.00,131.14
2019,8,,Pedro Cunha Lima,PSDB,PB,TELEFONIA,00000000000006,RAMAL,21.73,0.00,21.73
2019,8,,Daniel Coelho,CIDADANIA,PE,TELEFONIA,00000000000006,RAMAL,30.25,0.00,30.25
2019,8,,Ricardo Teobaldo,PODE,PE,TELEFONIA,00000000000006,RAMAL,35.32,0.00,35.32
2019,8,,Sebastião Oliveira,PL,PE,TELEFONIA,00000000000006,RAMAL,33.84,0.00,33.84
2019,8,,Tadeu Alencar,PSB,PE,TELEFONIA,00000000000006,RAMAL,29.73,0.00,29.73
2019,8,,Rejane Dias,PT,PI,TELEFONIA,00000000000006,RAMAL,7.15,0.00,7.15
2019,8,,Aliel Machado,PSB,PR,TELEFONIA,00000000000006,RAMAL,51.57,0.00,51.57
2019,8,,Christiane de Souza Yared,PL,PR,TELEFONIA,00000000000006,RAMAL,16.26,0.00,16.26
2019,8,,Diego Garcia,PODE,PR,TELEFONIA,00000000000006,RAMAL,159.81,0.00,29.43
2019,8,,Roman,PSD,PR,TELEFONIA,00000000000006,RAMAL,94.52,0.00,94.52
2019,8,,Luciano Ducci,PSB,PR,TELEFONIA,00000000000006,RAMAL,53.12,0.00,53.12
2019,8,,Sergio Souza,MDB,PR,TELEFONIA,00000000000006,RAMAL,191.68,0.00,191.68
2019,8,,Toninho Wandscheer,PROS,PR,TELEFONIA,00000000000006,RAMAL,163.09,0.00,163.09
2019,8,,Altineu Côrtes,PL,RJ,TELEFONIA,00000000000006,RAMAL,36.95,0.00,36.95
2019,8,,Clarissa Garotinho,PROS,RJ,TELEFONIA,00000000000006,RAMAL,74.76,0.00,74.76
2019,8,,Rosangela Gomes,REPUBLICANOS,RJ,TELEFONIA,00000000000006,RAMAL,3.01,0.00,3.01
2019,8,,Soraya Santos,PL,RJ,TELEFONIA,00000000000006,RAMAL,29.70,0.00,29.70
